locus_tag	ftype	length_bp	gene	EC_number	COG	product
Chloroflexi_metaspades_Bin_3_1_1-contigs_00637	CDS	1338				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00638	CDS	774				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00639	CDS	840				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00640	CDS	1305	moaA_1			GTP 3',8-cyclase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00641	CDS	477				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00642	CDS	666	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
Chloroflexi_metaspades_Bin_3_1_1-contigs_00643	CDS	909				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00644	CDS	1401				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00645	CDS	372				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00646	CDS	1182	hemW		COG0635	Heme chaperone HemW
Chloroflexi_metaspades_Bin_3_1_1-contigs_00647	CDS	414				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00648	CDS	1866	selB		COG3276	Selenocysteine-specific elongation factor
Chloroflexi_metaspades_Bin_3_1_1-contigs_00649	CDS	1212				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00650	CDS	987				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00651	CDS	1179				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00652	CDS	1167	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
Chloroflexi_metaspades_Bin_3_1_1-contigs_00653	CDS	1857	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
Chloroflexi_metaspades_Bin_3_1_1-contigs_00654	CDS	774				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00655	CDS	408				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00656	CDS	672	phoU_2		COG0704	Phosphate-specific transport system accessory protein PhoU 
Chloroflexi_metaspades_Bin_3_1_1-contigs_00657	CDS	774	pstB	7.3.2.1		Phosphate import ATP-binding protein PstB
Chloroflexi_metaspades_Bin_3_1_1-contigs_00658	CDS	882	pstA		COG0581	Phosphate transport system permease protein PstA
Chloroflexi_metaspades_Bin_3_1_1-contigs_00659	CDS	933				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00660	CDS	1014	sphX		COG0226	Protein SphX
Chloroflexi_metaspades_Bin_3_1_1-contigs_00661	CDS	1029				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00662	CDS	999		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00663	CDS	714	hdl IVa	3.8.1.2		(S)-2-haloacid dehalogenase 4A
Chloroflexi_metaspades_Bin_3_1_1-contigs_00664	CDS	738	dhmA	3.8.1.5		Haloalkane dehalogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00665	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
Chloroflexi_metaspades_Bin_3_1_1-contigs_00666	CDS	1593	ywrD_2	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
Chloroflexi_metaspades_Bin_3_1_1-contigs_00667	CDS	972				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00668	CDS	1377		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00669	CDS	708			COG1132	putative ABC transporter ATP-binding protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00670	CDS	1905	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00671	CDS	1050	fgd_10	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00672	CDS	699	ttuD		COG2897	Sulfur carrier protein TtuD
Chloroflexi_metaspades_Bin_3_1_1-contigs_00673	CDS	1137	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00674	CDS	363				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00675	CDS	267				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00676	CDS	786	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00677	CDS	114				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00678	CDS	936	fcl	1.1.1.271		GDP-L-fucose synthase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00679	CDS	351				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00680	CDS	348				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00681	CDS	1269				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00682	CDS	438				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00683	CDS	1731	mutL		COG0323	DNA mismatch repair protein MutL
Chloroflexi_metaspades_Bin_3_1_1-contigs_00684	CDS	228				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00685	CDS	1323	pds	1.3.5.5	COG3349	15-cis-phytoene desaturase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00686	CDS	1092				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00687	CDS	2694				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00688	CDS	2430				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00689	CDS	957	ftsY		COG0552	Signal recognition particle receptor FtsY
Chloroflexi_metaspades_Bin_3_1_1-contigs_00690	CDS	732	rnc	3.1.26.3	COG0571	Ribonuclease 3
Chloroflexi_metaspades_Bin_3_1_1-contigs_00691	CDS	573				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00692	CDS	1221		2.7.7.-	COG0517	A-adding tRNA nucleotidyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00693	CDS	246				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00694	CDS	1038	qorA_3	1.6.5.5	COG0604	Quinone oxidoreductase 1
Chloroflexi_metaspades_Bin_3_1_1-contigs_00695	CDS	855				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00696	CDS	438				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00697	CDS	789				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00698	CDS	1314				L-lactate transporter
Chloroflexi_metaspades_Bin_3_1_1-contigs_00699	CDS	1206	smtA_1	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase alpha subunit
Chloroflexi_metaspades_Bin_3_1_1-contigs_00700	CDS	324	frc_1	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00701	CDS	750		2.1.1.156		Glycine/sarcosine N-methyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00702	CDS	1224				L-lactate transporter
Chloroflexi_metaspades_Bin_3_1_1-contigs_00703	CDS	1041	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
Chloroflexi_metaspades_Bin_3_1_1-contigs_00704	CDS	1008	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
Chloroflexi_metaspades_Bin_3_1_1-contigs_00705	CDS	831	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00706	CDS	216				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00707	CDS	1473	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
Chloroflexi_metaspades_Bin_3_1_1-contigs_00708	CDS	894	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
Chloroflexi_metaspades_Bin_3_1_1-contigs_00709	CDS	1158	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
Chloroflexi_metaspades_Bin_3_1_1-contigs_00710	CDS	855		4.1.2.58		2-dehydro-3,6-dideoxy-6-sulfogluconate aldolase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00711	CDS	387	hflC		COG0330	Modulator of FtsH protease HflC
Chloroflexi_metaspades_Bin_3_1_1-contigs_00712	CDS	954	dnaJ_1		COG0484	Chaperone protein DnaJ
Chloroflexi_metaspades_Bin_3_1_1-contigs_00713	CDS	366				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00714	CDS	456				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00715	CDS	531				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00716	CDS	240				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00717	CDS	2100	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
Chloroflexi_metaspades_Bin_3_1_1-contigs_00718	CDS	735	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00719	CDS	396				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00720	CDS	1167	limB_4	1.14.13.107		Limonene 1,2-monooxygenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00721	CDS	363				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00722	CDS	1821				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00723	CDS	1101	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00724	CDS	1338				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00725	CDS	300				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00726	CDS	939				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00727	CDS	795			COG0596	putative protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00728	CDS	1509	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00729	CDS	735	otsB	3.1.3.12	COG0637	Trehalose-phosphate phosphatase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00730	CDS	456	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
Chloroflexi_metaspades_Bin_3_1_1-contigs_00731	CDS	714	gph_1	3.1.3.18		Phosphoglycolate phosphatase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00732	CDS	552				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00733	CDS	1887			COG1132	putative ABC transporter ATP-binding protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00734	CDS	1845		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00735	CDS	411				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00736	CDS	1332				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00737	CDS	363				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00738	CDS	777	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Chloroflexi_metaspades_Bin_3_1_1-contigs_00739	CDS	1206	smtB_1	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
Chloroflexi_metaspades_Bin_3_1_1-contigs_00740	CDS	1146	tgnB_1	1.14.14.-	COG2141	Flavin-dependent trigonelline monooxygenase, oxygenase component
Chloroflexi_metaspades_Bin_3_1_1-contigs_00741	CDS	1323				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00742	CDS	345				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00743	CDS	1761	ywrD_3	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
Chloroflexi_metaspades_Bin_3_1_1-contigs_00744	CDS	750	cpnA_4	1.1.1.163		Cyclopentanol dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00745	CDS	525	resA_3			Thiol-disulfide oxidoreductase ResA
Chloroflexi_metaspades_Bin_3_1_1-contigs_00746	CDS	483				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00747	CDS	192				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00748	CDS	207				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00749	CDS	294				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00750	CDS	1059				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00751	CDS	948				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00752	CDS	1596	mpdB	1.1.1.400		2-methyl-1,2-propanediol dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00753	CDS	1197		2.3.1.9		putative acetyl-CoA acyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00754	CDS	123				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00755	CDS	1287	ssuD_5	1.14.14.5		Alkanesulfonate monooxygenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00756	CDS	717				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00757	CDS	954	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
Chloroflexi_metaspades_Bin_3_1_1-contigs_00758	CDS	921	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
Chloroflexi_metaspades_Bin_3_1_1-contigs_00759	CDS	789	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00760	CDS	654	tlyA		COG1189	Hemolysin A
Chloroflexi_metaspades_Bin_3_1_1-contigs_00761	CDS	471	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
Chloroflexi_metaspades_Bin_3_1_1-contigs_00762	CDS	2337	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
Chloroflexi_metaspades_Bin_3_1_1-contigs_00763	CDS	834	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00764	CDS	216				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00765	CDS	384				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00766	CDS	690				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00767	CDS	483	prdB	1.21.4.1		D-proline reductase subunit gamma
Chloroflexi_metaspades_Bin_3_1_1-contigs_00768	CDS	1368	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00769	CDS	591	cobO	2.5.1.17		Corrinoid adenosyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00770	CDS	1092	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00771	CDS	732	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00772	CDS	954	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
Chloroflexi_metaspades_Bin_3_1_1-contigs_00773	CDS	1092	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00774	CDS	615				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00775	CDS	2652				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00776	CDS	918	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
Chloroflexi_metaspades_Bin_3_1_1-contigs_00777	CDS	735	rph	2.7.7.56	COG0689	Ribonuclease PH
Chloroflexi_metaspades_Bin_3_1_1-contigs_00778	CDS	330				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00779	CDS	264				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00780	CDS	135				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00781	CDS	969	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00782	CDS	606	plsY_1	2.3.1.275		Glycerol-3-phosphate acyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00783	CDS	1140				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00784	CDS	639				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00785	CDS	321				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00786	CDS	336				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00787	CDS	1122	msuD_2	1.14.14.5	COG2141	Methanesulfonate monooxygenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00788	CDS	909	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
Chloroflexi_metaspades_Bin_3_1_1-contigs_00789	CDS	984			COG0451	putative protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00790	CDS	897	crtB	2.5.1.32		15-cis-phytoene synthase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00791	CDS	444				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00792	CDS	1185	shc	4.2.1.129	COG1657	Squalene--hopene cyclase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00793	CDS	243				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00794	CDS	162				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00795	tRNA	76				tRNA-Phe(gaa)
Chloroflexi_metaspades_Bin_3_1_1-contigs_00796	CDS	891	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
Chloroflexi_metaspades_Bin_3_1_1-contigs_00797	CDS	624	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
Chloroflexi_metaspades_Bin_3_1_1-contigs_00798	CDS	909				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00799	CDS	426		2.5.1.17	COG2096	Corrinoid adenosyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00800	CDS	624	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
Chloroflexi_metaspades_Bin_3_1_1-contigs_00801	CDS	717	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00802	CDS	618				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00803	CDS	471	mutT4	3.6.1.-	COG0494	Putative mutator protein MutT4
Chloroflexi_metaspades_Bin_3_1_1-contigs_00804	CDS	267				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00805	CDS	423	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
Chloroflexi_metaspades_Bin_3_1_1-contigs_00806	CDS	1269	entS_2			Enterobactin exporter EntS
Chloroflexi_metaspades_Bin_3_1_1-contigs_00807	CDS	405				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00808	CDS	237				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00809	CDS	306	isdG	1.14.14.18	COG2329	Heme-degrading monooxygenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00810	CDS	1278	bbsE_4	2.8.3.15		Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsE
Chloroflexi_metaspades_Bin_3_1_1-contigs_00811	CDS	1236	bbsF_3	2.8.3.15		Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
Chloroflexi_metaspades_Bin_3_1_1-contigs_00812	CDS	1173				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00813	CDS	996		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00814	CDS	1170		1.3.99.-		Acyl-CoA dehydrogenase FadE26
Chloroflexi_metaspades_Bin_3_1_1-contigs_00815	CDS	1086	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00816	CDS	726				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00817	CDS	1239				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00818	CDS	771	ycbX		COG0633	putative protein YcbX
Chloroflexi_metaspades_Bin_3_1_1-contigs_00819	CDS	801	garL	4.1.2.20		5-keto-4-deoxy-D-glucarate aldolase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00820	CDS	1092				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00821	CDS	294				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00822	CDS	423		3.1.4.16	COG1692	Phosphatase/phosphodiesterase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00823	CDS	1536	rny	3.1.-.-	COG1418	Ribonuclease Y
Chloroflexi_metaspades_Bin_3_1_1-contigs_00824	CDS	1152	dnaJ_2		COG0484	Chaperone protein DnaJ
Chloroflexi_metaspades_Bin_3_1_1-contigs_00825	CDS	891	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00826	CDS	1017				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00827	CDS	675				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00828	CDS	1083	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00829	CDS	1131	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00830	CDS	612		2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00831	CDS	711				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00832	CDS	474	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00833	CDS	900	fgd_11	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00834	CDS	1272				L-lactate transporter
Chloroflexi_metaspades_Bin_3_1_1-contigs_00835	CDS	702	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00836	tRNA	74				tRNA-Gln(ttg)
Chloroflexi_metaspades_Bin_3_1_1-contigs_00837	CDS	774	nadE_2	6.3.5.1		Glutamine-dependent NAD(+) synthetase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00838	CDS	1617	nfdA_1	3.5.1.91		N-substituted formamide deformylase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00839	CDS	1641	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00840	CDS	588				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00841	CDS	435		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
Chloroflexi_metaspades_Bin_3_1_1-contigs_00842	CDS	2886	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00843	CDS	246				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00844	CDS	1329	entS_3			Enterobactin exporter EntS
Chloroflexi_metaspades_Bin_3_1_1-contigs_00845	CDS	1281	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00846	CDS	651	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00847	CDS	909				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00848	CDS	1221	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00849	CDS	612	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
Chloroflexi_metaspades_Bin_3_1_1-contigs_00850	CDS	738	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00851	CDS	813	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00852	CDS	1131	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00853	CDS	783		2.1.1.272	COG1010	Cobalt-factor III methyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00854	CDS	342	mtrA		COG0745	DNA-binding response regulator MtrA
Chloroflexi_metaspades_Bin_3_1_1-contigs_00855	CDS	111				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00856	CDS	1146	metE_1	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
Chloroflexi_metaspades_Bin_3_1_1-contigs_00857	CDS	198				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00858	CDS	819	bacG_1	1.3.1.-	COG1028	NADPH-dependent reductase BacG
Chloroflexi_metaspades_Bin_3_1_1-contigs_00859	CDS	1251				L-lactate transporter
Chloroflexi_metaspades_Bin_3_1_1-contigs_00860	CDS	663				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00861	CDS	801				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00862	CDS	675				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00863	CDS	360				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00864	CDS	486				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00865	CDS	273				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00866	CDS	207				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00867	CDS	165				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00868	CDS	1662				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00869	CDS	315				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00870	CDS	1416				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00871	CDS	234				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00872	CDS	387	rplL_1			50S ribosomal protein L7/L12
Chloroflexi_metaspades_Bin_3_1_1-contigs_00873	CDS	759				hypothetical protein
Chloroflexi_metaspades_Bin_3_1_1-contigs_00874	CDS	717	rplA_1		COG0081	50S ribosomal protein L1
Chloroflexi_metaspades_Bin_3_1_1-contigs_00875	CDS	426	rplK_1		COG0080	50S ribosomal protein L11
Chloroflexi_metaspades_Bin_3_1_1-contigs_00876	CDS	579	nusG_1			Transcription termination/antitermination protein NusG
