locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00247	CDS	1407	trkA		COG0569	Trk system potassium uptake protein TrkA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00248	CDS	657				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00249	CDS	273				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00250	CDS	708	pstC_1		COG0573	Phosphate transport system permease protein PstC
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00251	CDS	846	pstA_1		COG0581	Phosphate transport system permease protein PstA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00252	CDS	759	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00253	CDS	651				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00254	CDS	1422	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00255	CDS	1239	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00256	CDS	2304				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00257	CDS	237				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00258	CDS	366				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00259	CDS	558	ftsA			Cell division protein FtsA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00260	CDS	720	serB_2	3.1.3.3	COG0560	Phosphoserine phosphatase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00261	CDS	855				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00262	CDS	1080				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00263	CDS	783				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00264	CDS	1515	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00265	CDS	717	purF_1	2.4.2.14		Amidophosphoribosyltransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00266	CDS	1329				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00267	CDS	312	rpsJ			30S ribosomal protein S10
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00268	CDS	1272	tufB		COG0050	Elongation factor Tu-B
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00269	CDS	2199	fusA		COG0480	Elongation factor G
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00270	CDS	564				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00271	CDS	429				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00272	CDS	432				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00273	CDS	1221	rpoC_1	2.7.7.6		DNA-directed RNA polymerase subunit beta'
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00274	CDS	2643	rpoC_2	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00275	CDS	3288	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00276	CDS	1179				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00277	CDS	165				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00278	CDS	975	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00279	CDS	1065	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00280	CDS	1911	rnj	3.1.-.-		Ribonuclease J
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00281	CDS	873				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00282	CDS	1866	uvrA			UvrABC system protein A
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00283	CDS	591	cas4	3.1.12.1		CRISPR-associated exonuclease Cas4
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00284	CDS	291	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00285	CDS	372	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00286	CDS	651		2.4.-.-	COG0463	putative glycosyltransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00287	CDS	1059				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00288	CDS	1020				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00289	CDS	393				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00290	CDS	792	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00291	CDS	810	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00292	CDS	582				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00293	CDS	132				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00294	CDS	600	pyrH_1			Uridylate kinase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00295	CDS	1905				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00296	CDS	195				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00297	CDS	846	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00298	CDS	1056	copA	7.2.2.8		Copper-exporting P-type ATPase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00299	CDS	2919	valS_1	6.1.1.9		Valine--tRNA ligase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00300	CDS	486				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00301	CDS	783	rph_1		COG0689	Truncated inactive ribonuclease PH
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00302	CDS	813	rph_2	2.7.7.56	COG0689	Ribonuclease PH
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00303	CDS	642				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00304	CDS	693				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00305	CDS	759	prcA			Proteasome subunit alpha
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00306	CDS	1374				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00307	CDS	156				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00308	CDS	1722				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00309	CDS	903				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00310	CDS	573	rbr		COG1592	Rubrerythrin
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00311	CDS	534				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00312	CDS	165			COG1773	Rubredoxin
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00313	CDS	624		1.6.5.2		NAD(P)H dehydrogenase (quinone)
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00314	CDS	255				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00315	CDS	207				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00316	CDS	1098	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00317	CDS	1182	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00318	CDS	579	fdtC	2.3.1.197		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00319	CDS	510				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00320	CDS	357				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00321	CDS	2154	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00322	CDS	549				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00323	CDS	531				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00324	CDS	963		2.4.1.319	COG2152	Beta-1,4-mannooligosaccharide phosphorylase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00325	CDS	1017	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00326	CDS	867				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00327	CDS	336				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00328	CDS	348				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00329	CDS	612				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00330	CDS	2880				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00331	CDS	399				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00332	CDS	144				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00333	CDS	354				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00334	CDS	591				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00335	CDS	834				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00336	CDS	450				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00337	CDS	1098		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00338	CDS	465				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00339	CDS	414	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00340	CDS	1176	aspC	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00341	CDS	1008				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00342	CDS	192				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00343	CDS	999				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00344	CDS	1311				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00345	CDS	1920				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00346	CDS	897	fhcD	2.3.1.101	COG2037	Formyltransferase/hydrolase complex subunit D
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00347	CDS	876	ansA	3.5.1.1	COG0252	L-asparaginase 1
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00348	CDS	1128	dusB	1.3.1.-		tRNA-dihydrouridine synthase B
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00349	CDS	960	citG	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00350	CDS	1518	cobQ		COG1492	Cobyric acid synthase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00351	CDS	1104	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00352	CDS	441				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00353	CDS	1317	napA	1.9.6.1		Periplasmic nitrate reductase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00354	CDS	252	napF_1			Ferredoxin-type protein NapF
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00355	CDS	1758	fhcA	3.5.1.-	COG1229	Formyltransferase/hydrolase complex Fhc subunit A
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00356	CDS	939				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00357	CDS	411				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00358	CDS	447				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00359	CDS	237				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00360	CDS	1008	moaA_2			GTP 3',8-cyclase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00361	CDS	1743				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00362	CDS	1305				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00363	CDS	870	ttuA	2.8.1.15	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00364	CDS	717	scpA			Segregation and condensation protein A
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00365	CDS	327				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00366	CDS	273				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00367	CDS	354				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00368	CDS	888	adoK	2.7.1.20	COG0524	Adenosine kinase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00369	CDS	852	hisG	2.4.2.17		ATP phosphoribosyltransferase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00370	CDS	729	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00371	CDS	576	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00372	CDS	657	nth_1	4.2.99.18	COG0177	Endonuclease III
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00373	CDS	234				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00374	CDS	525	cheD	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00375	CDS	657	cheC	3.-.-.-	COG1776	CheY-P phosphatase CheC
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00376	tRNA	77				tRNA-Arg(cct)
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00377	CDS	966	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00378	CDS	1341	rnjA	3.1.-.-	COG0595	Ribonuclease J1
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00379	CDS	522				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00380	CDS	540				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00381	CDS	1584	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00382	CDS	165				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00383	CDS	1014				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00384	CDS	2127				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00385	CDS	135				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00386	CDS	855				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00387	CDS	324				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00388	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00389	CDS	933	dpnB	3.1.21.4		Type-2 restriction enzyme DpnII
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00390	CDS	609				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00391	CDS	834	dpnM	2.1.1.72		Modification methylase DpnIIA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00392	CDS	786	dpnA	2.1.1.72		Modification methylase DpnIIB
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00393	CDS	1587	groL_2		COG0459	60 kDa chaperonin
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00394	CDS	1317	ffh		COG0541	Signal recognition particle protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00395	CDS	618				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00396	CDS	489				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00397	CDS	285				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00398	CDS	807				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00399	CDS	1374	mepA		COG0534	Multidrug export protein MepA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00400	CDS	1758		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00401	CDS	1728		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00402	CDS	1746				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00403	CDS	486	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00404	CDS	1677	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00405	CDS	564				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00406	CDS	633	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00407	CDS	696				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00408	CDS	702				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00409	CDS	2073	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00410	CDS	1665	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00411	CDS	1068	hmuU		COG0609	Hemin transport system permease protein HmuU
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00412	CDS	249				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00413	CDS	1479	QTRT1	2.4.2.29		Queuine tRNA-ribosyltransferase catalytic subunit 1
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00414	CDS	312				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00415	CDS	387				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00416	CDS	423				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00417	CDS	1035	obg_1	3.6.5.-		GTPase Obg
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00418	CDS	582				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00419	CDS	906	nox	1.6.99.3	COG0446	NADH oxidase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00420	CDS	1209	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00421	CDS	183				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00422	CDS	351				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00423	CDS	486				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00424	CDS	213				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00425	CDS	246				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00426	CDS	1008	ilvC	1.1.1.383	COG0059	Ketol-acid reductoisomerase (NAD(P)(+))
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00427	CDS	444	rcp1_1			Response regulator rcp1
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00428	CDS	423	rcp1_2			Response regulator rcp1
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00429	CDS	1305				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00430	CDS	471				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00431	CDS	609				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00432	CDS	747				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00433	CDS	1680				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00434	CDS	1227	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00435	CDS	414				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00436	CDS	2688	valS_2	6.1.1.9	COG0525	Valine--tRNA ligase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00437	CDS	933	tuf			Elongation factor Tu
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00438	CDS	1266	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00439	CDS	405				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00440	tRNA	86				tRNA-Leu(taa)
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00441	CDS	759	rnz	3.1.26.11	COG1234	Ribonuclease Z
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00442	tRNA	73				tRNA-Gln(ctg)
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00443	CDS	1179	mtaD_1	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00444	CDS	1527	leuA_1	2.3.3.13		2-isopropylmalate synthase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00445	CDS	885				S-adenosylmethionine/S-adenosylhomocysteine transporter
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00446	CDS	1275		2.3.3.3	COG0119	Citrate (Re)-synthase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00447	CDS	1485	rhpA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase RhpA
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00448	CDS	1140	dnaJ_2		COG0484	Chaperone protein DnaJ
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00449	CDS	900		5.1.3.2	COG1088	UDP-glucose 4-epimerase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00450	CDS	1287				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00451	CDS	228				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00452	CDS	525				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00453	tRNA	74				tRNA-Thr(cgt)
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00454	CDS	1110	fbiC_1		COG1060	FO synthase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00455	CDS	1464				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00456	CDS	1152				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00457	CDS	426				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00458	CDS	1968	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00459	CDS	915	sdhE	1.3.5.-	COG2048	8-methylmenaquinol:fumarate reductase membrane anchor subunit
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00460	CDS	498				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00461	CDS	1788	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00462	CDS	558	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00463	CDS	1737	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00464	CDS	1773				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00465	CDS	417	padI	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit beta
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00466	CDS	489				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00467	CDS	1281				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00468	CDS	717				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00469	CDS	1503	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00470	CDS	426	hldE	2.7.7.70		Bifunctional protein HldE
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00471	CDS	1005				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00472	CDS	1017				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00473	CDS	1335				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00474	CDS	2322				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00475	CDS	1149				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00476	CDS	789	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00477	CDS	753	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00478	CDS	576	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
LCMS_allcontigs2_metaspades_Bin_1_1_1-contigs_00479	CDS	894	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
