locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00244	CDS	528				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00245	CDS	519				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00246	CDS	207				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00247	CDS	513				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00248	CDS	267				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00249	CDS	786		2.5.1.41	COG1646	Geranylgeranylglyceryl phosphate synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00250	CDS	363				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00251	CDS	222				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00252	CDS	2040	topA	5.6.2.1	COG0550	DNA topoisomerase 1
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00253	CDS	1428	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00254	CDS	1401	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00255	CDS	279	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00256	CDS	819	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00257	CDS	1329	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00258	CDS	468	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00259	CDS	924	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00260	CDS	1296				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00261	CDS	756				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00262	CDS	741	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00263	CDS	345				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00264	CDS	939	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00265	CDS	1584	tuf_2			Elongation factor Tu
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00266	CDS	840				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00267	CDS	915	yrbG		COG0530	Inner membrane protein YrbG
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00268	CDS	216				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00269	CDS	816	pheA			Bifunctional chorismate mutase/prephenate dehydratase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00270	CDS	1080	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00271	CDS	1263				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00272	CDS	336		2.7.7.-		A-adding tRNA nucleotidyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00273	CDS	723	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00274	CDS	564				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00275	CDS	774	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00276	CDS	351	prmC	2.1.1.297		Release factor glutamine methyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00277	CDS	420				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00278	CDS	1515		2.3.1.-		tRNA uridine(34) acetyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00279	CDS	294				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00280	CDS	507				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00281	CDS	1014	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00282	CDS	1665	lig	6.5.1.1		DNA ligase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00283	CDS	1104				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00284	CDS	861				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00285	CDS	168				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00286	CDS	246				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00287	CDS	1272	glyA_2	2.1.2.1	COG0112	Serine hydroxymethyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00288	CDS	723	umpA			Na(+), Li(+), K(+)/H(+) antiporter subunit A
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00289	CDS	363				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00290	CDS	783	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00291	CDS	210				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00292	CDS	333				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00293	CDS	393				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00294	CDS	126				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00295	CDS	222				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00296	CDS	318				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00297	CDS	1278	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00298	CDS	1032				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00299	CDS	423				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00300	CDS	288				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00301	CDS	174				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00302	CDS	339	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00303	CDS	486	MRI1	5.3.1.23		Methylthioribose-1-phosphate isomerase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00304	CDS	1113	ftsZ_1			Cell division protein FtsZ
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00305	CDS	243				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00306	CDS	465				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00307	CDS	486	rplK		COG0080	50S ribosomal protein L11
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00308	CDS	633	rplA		COG0081	50S ribosomal protein L1
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00309	CDS	978				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00310	CDS	315				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00311	CDS	231				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00312	CDS	2712	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00313	CDS	582				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00314	CDS	777	kaiC_2	2.7.11.1		Circadian clock protein kinase KaiC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00315	CDS	1572				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00316	CDS	372	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00317	CDS	900	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00318	CDS	132				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00319	CDS	231				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00320	CDS	192				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00321	CDS	162				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00322	CDS	339				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00323	CDS	207				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00324	CDS	465				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00325	CDS	486				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00326	CDS	1170	kmo_1	1.14.13.9		Kynurenine 3-monooxygenase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00327	CDS	315				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00328	CDS	354				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00329	CDS	501				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00330	CDS	879				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00331	CDS	510				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00332	CDS	1101				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00333	CDS	534				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00334	CDS	1278		2.3.3.3	COG0119	Citrate (Re)-synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00335	CDS	1569	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00336	CDS	513	DmdB_1	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00337	CDS	1263	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00338	CDS	858	dacA	2.7.7.85		Diadenylate cyclase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00339	CDS	1194	mat	2.5.1.6		S-adenosylmethionine synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00340	CDS	912	ttuA	2.8.1.15	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00341	CDS	1110	ftsZ_2			Cell division protein FtsZ
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00342	tRNA	75				tRNA-Asp(gtc)
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00343	CDS	1437				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00344	CDS	684				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00345	CDS	597	actP		COG4147	Cation/acetate symporter ActP
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00346	CDS	1956	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00347	CDS	1215				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00348	CDS	741	argB_1	2.7.2.8	COG0548	Acetylglutamate kinase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00349	CDS	831	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00350	CDS	558	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00351	CDS	381				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00352	CDS	1092	fbp	3.1.3.11	COG1980	Fructose-1,6-bisphosphate aldolase/phosphatase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00353	CDS	828	cyoE	2.5.1.141		Protoheme IX farnesyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00354	CDS	906	nadA	2.5.1.72	COG0379	Quinolinate synthase A
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00355	CDS	813	nadX	1.4.1.21	COG1712	L-aspartate dehydrogenase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00356	CDS	810	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00357	CDS	822				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00358	CDS	390				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00359	CDS	684				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00360	CDS	279				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00361	CDS	168				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00362	CDS	771				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00363	CDS	828	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00364	CDS	756				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00365	CDS	285				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00366	CDS	381				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00367	CDS	1353				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00368	CDS	1440	moaA_1			GTP 3',8-cyclase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00369	CDS	435	ndk	2.7.4.6		Nucleoside diphosphate kinase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00370	CDS	999				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00371	CDS	219				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00372	CDS	762	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00373	CDS	657	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00374	CDS	588				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00375	CDS	1302				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00376	CDS	237				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00377	CDS	1506				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00378	CDS	189				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00379	CDS	636				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00380	CDS	564				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00381	CDS	213				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00382	CDS	2301	dbpA_1	3.6.4.13		ATP-dependent RNA helicase DbpA
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00383	CDS	675				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00384	CDS	270				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00385	CDS	93				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00386	CDS	1422	purF_2	2.4.2.14	COG0034	Amidophosphoribosyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00387	CDS	606				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00388	CDS	588				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00389	CDS	1302				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00390	CDS	909	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00391	CDS	549	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00392	CDS	759	hesA1		COG0476	Protein HesA, heterocyst
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00393	CDS	642	rnhB			Ribonuclease HII
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00394	CDS	666	trkA_1		COG0569	Trk system potassium uptake protein TrkA
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00395	CDS	1410	trkH		COG0168	Trk system potassium uptake protein TrkH
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00396	CDS	657	trkA_2		COG0569	Trk system potassium uptake protein TrkA
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00397	CDS	1179	kmo_2	1.14.13.9		Kynurenine 3-monooxygenase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00398	CDS	171	napF_1			Ferredoxin-type protein NapF
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00399	CDS	384				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00400	CDS	270				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00401	CDS	1116	atpC			V-type ATP synthase subunit C
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00402	CDS	327	atpF			V-type ATP synthase subunit F
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00403	CDS	1761	atpA	7.1.2.2	COG1155	V-type ATP synthase alpha chain
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00404	CDS	261	hypC		COG0298	Hydrogenase maturation factor HypC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00405	CDS	1077	hypD		COG0409	Hydrogenase maturation factor HypD
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00406	CDS	411	hypA			Hydrogenase maturation factor HypA
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00407	CDS	663	hypB			Hydrogenase maturation factor HypB
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00408	CDS	309				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00409	CDS	153				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00410	CDS	1302				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00411	CDS	1188				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00412	CDS	246				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00413	CDS	153	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00414	CDS	276	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00415	CDS	591				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00416	CDS	1044				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00417	CDS	831				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00418	CDS	1449	proS	6.1.1.15	COG0442	Proline--tRNA ligase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00419	CDS	348				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00420	CDS	840	citG	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00421	CDS	564				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00422	CDS	987	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00423	CDS	1029	purC	6.3.2.6		Phosphoribosylaminoimidazole-succinocarboxamide synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00424	CDS	648	moaA_2			GTP 3',8-cyclase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00425	CDS	1158	mtaD_2	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00426	CDS	594				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00427	CDS	504	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00428	CDS	1755		1.12.99.6	COG0374	Periplasmic [NiFeSe] hydrogenase large subunit
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00429	CDS	951		1.12.99.6	COG1740	Periplasmic [NiFeSe] hydrogenase small subunit
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00430	CDS	222				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00431	CDS	99				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00432	CDS	402	pfdA			Prefoldin subunit alpha
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00433	CDS	915	ftsY			Signal recognition particle receptor FtsY
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00434	CDS	1305	ffh		COG0541	Signal recognition particle protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00435	CDS	180				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00436	CDS	588				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00437	CDS	1581	pyrG	6.3.4.2		CTP synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00438	CDS	915	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00439	CDS	1140	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00440	CDS	1068	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00441	CDS	141				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00442	CDS	672				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00443	CDS	516				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00444	CDS	1224	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00445	CDS	471				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00446	CDS	552	pdaD	4.1.1.19		Pyruvoyl-dependent arginine decarboxylase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00447	CDS	795		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00448	CDS	1296	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00449	CDS	894	tupA			Tungstate-binding protein TupA
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00450	CDS	552				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00451	CDS	357				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00452	CDS	714				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00453	CDS	516				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00454	CDS	393	rpsH			30S ribosomal protein S8
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00455	CDS	513	rplF		COG0097	50S ribosomal protein L6
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00456	CDS	654				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00457	CDS	453				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00458	CDS	552				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00459	CDS	612				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00460	CDS	462				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00461	CDS	429				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00462	CDS	1494	secY			Protein translocase subunit SecY
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00463	CDS	657	adk	2.7.4.3		Adenylate kinase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00464	CDS	606				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00465	CDS	741	tatC_1		COG0805	Sec-independent protein translocase protein TatC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00466	CDS	738	tatC_2		COG0805	Sec-independent protein translocase protein TatC
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00467	CDS	708	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00468	CDS	660				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00469	CDS	675	ccmC		COG0755	Heme exporter protein C
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00470	CDS	534				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00471	CDS	228				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00472	CDS	2196				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00473	CDS	504				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00474	CDS	570	fbiD	2.7.7.68		Phosphoenolpyruvate guanylyltransferase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00475	CDS	945	fbiC_1		COG1060	FO synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00476	CDS	1071	fbiC_2		COG1060	FO synthase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00477	CDS	240	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00478	CDS	2331	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00479	CDS	828	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00480	CDS	1014				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00481	CDS	639				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00482	CDS	852	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00483	CDS	555	ccmE			Cytochrome c-type biogenesis protein CcmE
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00484	CDS	507	frp	1.5.1.38		NADPH-flavin oxidoreductase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00485	CDS	432				hypothetical protein
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00486	CDS	354		2.4.2.4		Putative thymidine phosphorylase
LCMS_allcontigs2_metaspades_Bin_2_1-contigs_00487	CDS	522		2.4.2.4		Putative thymidine phosphorylase
