locus_tag	ftype	length_bp	gene	EC_number	COG	product
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00241	CDS	195	rpmC		COG0255	50S ribosomal protein L29
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00242	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00243	CDS	369	rplN		COG0093	50S ribosomal protein L14
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00244	CDS	327	rplX		COG0198	50S ribosomal protein L24
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00245	CDS	804				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00246	CDS	750	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00247	CDS	171				Ferredoxin
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00248	CDS	480	fldA		COG0655	Flavodoxin
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00249	CDS	903				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00250	CDS	453	nudC	3.6.1.22		NADH pyrophosphatase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00251	CDS	1317	hflX		COG2262	GTPase HflX
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00252	CDS	228	hfq			RNA-binding protein Hfq
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00253	CDS	942	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00254	CDS	357				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00255	CDS	621				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00256	CDS	330	cutA		COG1324	Divalent-cation tolerance protein CutA
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00257	CDS	300	hypE_1	4.2.1.-		Carbamoyl dehydratase HypE
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00258	CDS	732	hypE_2	4.2.1.-		Carbamoyl dehydratase HypE
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00259	CDS	1089	hypD		COG0409	Hydrogenase maturation factor HypD
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00260	CDS	222	hypC		COG0298	Hydrogenase maturation factor HypC
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00261	CDS	2355	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00262	CDS	243	hypA			Hydrogenase maturation factor HypA
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00263	CDS	483	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00264	CDS	513	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00265	CDS	330	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00266	CDS	258				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00267	CDS	489	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00268	CDS	1533	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00269	CDS	351	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00270	CDS	513				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00271	CDS	537	mnhA1		COG1009	Na(+)/H(+) antiporter subunit A1
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00272	CDS	1929	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00273	CDS	1398	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00274	CDS	1179	hycE_1		COG3261	Formate hydrogenlyase subunit 5
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00275	CDS	480	hycE_2		COG3261	Formate hydrogenlyase subunit 5
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00276	CDS	474	hycG		COG3260	Formate hydrogenlyase subunit 7
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00277	CDS	1209	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00278	CDS	480	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00279	CDS	939			COG0366	Beta/alpha-amylase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00280	CDS	636	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00281	CDS	915	folD		COG0190	Bifunctional protein FolD protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00282	CDS	663				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00283	CDS	873	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00284	CDS	1377	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00285	CDS	705				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00286	CDS	939				IS110 family transposase ISBth13
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00287	CDS	1176	epsD	2.4.-.-		Putative glycosyltransferase EpsD
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00288	CDS	615	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00289	CDS	510	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00290	CDS	1269	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00291	CDS	759	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00292	CDS	1908				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00293	CDS	915	spo0J		COG1475	Stage 0 sporulation protein J
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00294	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00295	CDS	462				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00296	CDS	1338				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00297	CDS	723	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00298	CDS	1389	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00299	CDS	1878	yidC			Membrane protein insertase YidC
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00300	CDS	552	rnpA	3.1.26.5		Ribonuclease P protein component
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00301	CDS	135	rpmH		COG0230	50S ribosomal protein L34
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00302	CDS	603	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00303	CDS	843	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00304	CDS	1707	rpsA		COG0539	30S ribosomal protein S1
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00305	CDS	1779	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00306	CDS	561	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00307	CDS	168				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00308	CDS	144				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00309	CDS	951	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00310	CDS	783	thi4	2.4.2.59		Thiamine thiazole synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00311	CDS	405				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00312	CDS	90				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00313	CDS	567	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00314	CDS	1041	secA		COG0653	Protein translocase subunit SecA
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00315	CDS	1452				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00316	CDS	1101				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00317	CDS	411	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00318	CDS	891		2.3.1.265	COG1560	Phosphatidylinositol mannoside acyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00319	CDS	1125	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00320	CDS	897	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00321	CDS	585				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00322	CDS	954	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00323	CDS	714				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00324	CDS	975	yrbG		COG0530	Inner membrane protein YrbG
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00325	CDS	819	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00326	CDS	807				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00327	CDS	1569	tkt	2.2.1.1		Transketolase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00328	CDS	651				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00329	CDS	666	rnhB	3.1.26.4	COG0164	Ribonuclease HII
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00330	CDS	375	rplS		COG0335	50S ribosomal protein L19
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00331	CDS	759	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00332	CDS	1725	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00333	CDS	426				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00334	CDS	372	cbpA			Curved DNA-binding protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00335	CDS	522				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00336	CDS	714	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00337	CDS	240				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00338	CDS	921	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00339	CDS	882				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00340	CDS	303				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00341	CDS	711				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00342	CDS	411				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00343	CDS	204				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00344	CDS	576		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00345	CDS	375				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00346	CDS	483				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00347	CDS	981	mdtA			Multidrug resistance protein MdtA
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00348	CDS	774				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00349	CDS	1491	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00350	CDS	312				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00351	CDS	756	pgk/tpi		COG0126	Bifunctional PGK/TIM
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00352	CDS	399	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00353	CDS	1929				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00354	CDS	615				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00355	CDS	318				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00356	CDS	600				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00357	CDS	816				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00358	CDS	1152	ftsZ			Cell division protein FtsZ
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00359	CDS	1239	ftsA		COG0849	Cell division protein FtsA
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00360	CDS	1926	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00361	CDS	831				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00362	CDS	996	thiI	2.8.1.4		tRNA sulfurtransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00363	CDS	102				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00364	CDS	657	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00365	tRNA	73				tRNA-Gln(ctg)
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00366	CDS	4176				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00367	CDS	189				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00368	CDS	1224				L-lactate transporter
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00369	CDS	306				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00370	CDS	243				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00371	CDS	951	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00372	CDS	801				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00373	CDS	375				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00374	CDS	525	act	3.-.-.-		Methanol dehydrogenase activator
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00375	CDS	1095	pdxA2	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00376	CDS	375				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00377	CDS	609				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00378	tRNA	85				tRNA-Leu(cag)
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00379	CDS	456	smpB		COG0691	SsrA-binding protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00380	CDS	399				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00381	CDS	1434	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00382	CDS	588	apu			Amylopullulanase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00383	CDS	207	hisG	2.4.2.17		ATP phosphoribosyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00384	CDS	924	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00385	CDS	402	spoVG		COG2088	Putative septation protein SpoVG
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00386	CDS	735	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00387	CDS	390	dksA			RNA polymerase-binding transcription factor DksA
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00388	CDS	465	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00389	CDS	957	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00390	CDS	1704	epsE		COG2804	Type II secretion system protein E
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00391	CDS	990	yqeN		COG1466	putative protein YqeN
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00392	CDS	507				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00393	CDS	969	cpoB			Cell division coordinator CpoB
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00394	CDS	744	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00395	CDS	1032	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00396	CDS	135				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00397	CDS	318				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00398	CDS	675				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00399	CDS	2310				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00400	CDS	729				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00401	CDS	993				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00402	CDS	2025				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00403	CDS	1176	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00404	CDS	231	dlaT	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00405	CDS	924	lipA	2.8.1.8	COG0320	Lipoyl synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00406	CDS	723	lipB	2.3.1.181	COG0321	Octanoyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00407	CDS	1665	argS	6.1.1.19		Arginine--tRNA ligase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00408	CDS	408	rsfS		COG0799	Ribosomal silencing factor RsfS
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00409	CDS	588	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00410	CDS	1257	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00411	CDS	1128	proB	2.7.2.11		Glutamate 5-kinase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00412	CDS	267	rpmA		COG0211	50S ribosomal protein L27
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00413	CDS	318	rplU		COG0261	50S ribosomal protein L21
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00414	CDS	1536	rng	3.1.26.-	COG1530	Ribonuclease G
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00415	CDS	519				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00416	CDS	132				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00417	CDS	204				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00418	CDS	483			COG1259	putative protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00419	tRNA	73				tRNA-Gly(ccc)
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00420	CDS	1128				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00421	CDS	441	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00422	CDS	681	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00423	CDS	654	queE_2	4.3.99.3		7-carboxy-7-deazaguanine synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00424	CDS	534	rho	3.6.4.-	COG1158	Transcription termination factor Rho
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00425	CDS	804	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00426	CDS	195				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00427	CDS	585				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00428	CDS	540	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00429	CDS	438	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00430	CDS	291				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00431	CDS	309				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00432	CDS	1140	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00433	CDS	957	arnA			Bifunctional polymyxin resistance protein ArnA
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00434	CDS	159				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00435	CDS	120				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00436	CDS	474	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00437	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00438	CDS	465	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00439	CDS	774				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00440	CDS	1533	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00441	CDS	1926	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00442	CDS	894	folP	2.5.1.15	COG0294	Dihydropteroate synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00443	CDS	471	rpsG			30S ribosomal protein S7
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00444	CDS	372	rpsL			30S ribosomal protein S12
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00445	CDS	7443	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00446	CDS	1572	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00447	CDS	1218	lysC	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00448	CDS	711				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00449	CDS	1041	recA		COG0468	Protein RecA
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00450	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00451	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00452	CDS	345	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00453	CDS	1194	argG	6.3.4.5		Argininosuccinate synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00454	CDS	1251	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00455	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00456	CDS	1059	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00457	CDS	795	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00458	CDS	1164	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00459	CDS	492	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00460	CDS	402			COG1259	putative protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00461	CDS	405				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00462	CDS	819	panC	6.3.2.1	COG0414	Pantothenate synthetase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00463	CDS	486	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00464	CDS	729	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00465	CDS	621	ntpD			V-type sodium ATPase subunit D
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00466	CDS	897	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00467	CDS	291				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00468	CDS	759				hypothetical protein
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00469	CDS	1167	cotSA	2.4.-.-	COG0438	Spore coat protein SA
NPL-UPA2_metaspades_Bin_8_1_1-contigs_00470	CDS	627	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
